ID,INDUSTRY_ID,NAME,PARENT_ID,LEVEL_TYPE,DESCRIPTION,NAME_EN,DESCRIPTION_EN
381,2414,墨水、墨汁制造,241,3.0,,Ink and Ink Manufacturing,
382,2419,其他文教办公用品制造,241,3.0,指上述未列明的文教办公类用品的制造,Other Educational and Office Supplies Manufacturing,
383,242,乐器制造,24,2.0,指中国民族乐器、西乐器等各种乐器及乐器零部件和配套产品的制造，但不包括玩具乐器的制造,Musical Instrument Manufacturing,
384,2421,中乐器制造,242,3.0,,Chinese Musical Instrument Manufacturing,
385,2422,西乐器制造,242,3.0,,Western Musical Instrument Manufacturing,
386,2423,电子乐器制造,242,3.0,,Electronic Musical Instrument Manufacturing,
387,2429,其他乐器及零件制造,242,3.0,指其他未列明的乐器、乐器零件及配套产品的制造,Other Musical Instruments and Parts Manufacturing,
388,243,工艺美术品制造,24,2.0,,Arts and Crafts Manufacturing,
389,2431,雕塑工艺品制造,243,3.0,指以玉石、宝石、象牙、角、骨、贝壳等硬质材料，木、竹、椰壳、树根、软木等天然植物，以及石膏、泥、面、塑料等为原料，经雕刻、琢、磨、捏或塑等艺术加工而制成的各种供欣赏和实用的工艺品的制作活动,Sculpture Arts and Crafts Manufacturing,
390,2432,金属工艺品制造,243,3.0,指以金、银、铜、铁、锡等各种金属为原料，经过制胎、浇铸、锻打、錾刻、搓丝、焊接、纺织、镶嵌、点兰、烧制、打磨、电镀等各种工艺加工制成的造型美观、花纹图案精致的工艺美术品的制作活动,Metal Arts and Crafts Manufacturing,
391,2433,漆器工艺品制造,243,3.0,指将半生漆、腰果漆加工调配成各种鲜艳的漆料，以木、纸、塑料、铜、布等作胎，采用推光、雕填、彩画、镶嵌、刻灰等传统工艺和现代漆器工艺进行的工艺制品的制作活动,Lacquerware Arts and Crafts Manufacturing,
392,2434,花画工艺品制造,243,3.0,指以绢、丝、绒、纸、涤纶、塑料、羽毛、通草以及鲜花草等为原料，经造型设计、模压、剪贴、干燥等工艺精制而成的花、果、叶等人造花类工艺品，以画面出现、可以挂或摆的具有欣赏性、装饰性的画类工艺品的制作活动,Floral Painting Arts and Crafts Manufacturing,
393,2435,天然植物纤维编织工艺品制造,243,3.0,指以竹、藤、棕、草、柳、葵、麻等天然植物纤维为材料，经编织或镶嵌而成具有造型艺术或图案花纹，以欣赏为主的工艺陈列品以及工艺实用品的制作活动,Natural Plant Fiber Weaving Arts and Crafts Manufacturing,
394,2436,抽纱刺绣工艺品制造,243,3.0,指以棉、麻、丝、毛及人造纤维纺织品等为主要原料，经设计、刺绣、抽、拉、钩等工艺加工各种生活装饰用品，以及以纺织品为主要原料，经特殊手工工艺或民间工艺方法加工成各种具有较强装饰效果的生活用纺织品的制作活动,Drawn Thread and Embroidery Arts and Crafts Manufacturing,
395,2437,地毯、挂毯制造,243,3.0,指以羊毛、丝、棉、麻及人造纤维等为原料，经手工编织、机织、栽绒等方式加工而成的各种具有装饰性的地面覆盖物或可用于悬挂、垫坐等用途的生活装饰用品的制作活动,Carpet and Tapestry Manufacturing,
396,2438,珠宝首饰及有关物品制造,243,3.0,指以金、银、铂等贵金属及其合金以及钻石、宝石、玉石、翡翠、珍珠等为原料，经金属加工和连结组合、镶嵌等工艺加工制作各种图案的装饰品的制作活动,Jewelry and Related Items Manufacturing,
397,2439,其他工艺美术品制造,243,3.0,,Other Arts and Crafts Manufacturing,
398,244,体育用品制造,24,2.0,,Sports Goods Manufacturing,
399,2441,球类制造,244,3.0,指各种皮制、胶制、革制的可充气的运动用球，以及其他材料制成的各种运动用硬球、软球等球类产品的生产活动,Ball Manufacturing,
400,2442,体育器材及配件制造,244,3.0,指各项竞技比赛和训练用器材及用品，体育场馆设施及器件的生产活动,Sports Equipment and Accessories Manufacturing,
401,2443,训练健身器材制造,244,3.0,指供健身房、家庭或体育训练用的健身器材及运动物品的制造,Training and Fitness Equipment Manufacturing,
402,2444,运动防护用具制造,244,3.0,指用各种材质，为各项运动特制手套、鞋、帽和护具的生产活动,Sports Protective Gear Manufacturing,
403,2449,其他体育用品制造,244,3.0,指钓鱼专用的各种用具及用品，以及上述未列明的体育用品制造,Other Sports Goods Manufacturing,
404,245,玩具制造,24,2.0,指以儿童为主要使用者，用于玩耍、智力开发等娱乐器具的制造,Toy Manufacturing,
405,2451,电玩具制造,245,3.0,指制造供 14 岁以下儿童玩耍的、至少有一种玩耍功能需要使用额定电压小于或等于24V 的 玩具产品,Electronic Toy Manufacturing,
406,2452,塑胶玩具制造,245,3.0,指制造供 14 岁以下儿童玩耍的、玩具主体或主要玩耍部分由塑胶制成的，非预定承载儿童体重的非电玩具产品,Plastic Toy Manufacturing,
407,2453,金属玩具制造,245,3.0,指制造供 14 岁以下儿童玩耍的、玩具主体或主要玩耍部分由金属材料制成的，非预定承载儿童体重的非电玩具产品,Metal Toy Manufacturing,
408,2454,弹射玩具制造,245,3.0,指制造供 14 岁以下儿童玩耍的，各种材质的通过可贮存和释放能量的弹射机构发射弹射物的蓄能弹射玩具和由儿童给予的能量发射弹射物的非蓄能弹射玩具的玩具产品,Projectile Toy Manufacturing,
409,2455,娃娃玩具制造,245,3.0,指制造供 14 岁以下儿童玩耍的、至少头部和四肢由非纺织物材质的聚合材料制成，并带有服装或身体由软性材料填充的非电的婴儿娃娃或人物娃娃玩具产品,Doll Toy Manufacturing,
410,2456,儿童乘骑玩耍的童车类产品制造,245,3.0,指制造供儿童乘骑玩耍的童车类产品（含儿童推车、婴儿学步车）,Children's Ride-on Toy Vehicle Manufacturing,
411,2459,其他玩具制造,245,3.0,,Other Toy Manufacturing,
412,246,游艺器材及娱乐用品制造,24,2.0,,Amusement Equipment and Entertainment Supplies Manufacturing,
413,2461,露天游乐场所游乐设备制造,246,3.0,指主要安装在公园、游乐园、水上乐园、儿童乐园等露天游乐场所的电动及非电动游乐设备和游艺器材的制造,Outdoor Amusement Park Equipment Manufacturing,
414,2462,游艺用品及室内游艺器材制造,246,3.0,指主要供室内、桌上等游艺及娱乐场所使用的游乐设备、游艺器材和游艺娱乐用品，以及主要安装在室内游乐场所的电子游乐设备的制造,Amusement Supplies and Indoor Amusement Equipment Manufacturing,
415,2469,其他娱乐用品制造,246,3.0,,Other Entertainment Supplies Manufacturing,
416,25,石油、煤炭及其他燃料加工业,C,1.0,,"Petroleum, Coal and Other Fuel Processing Industry",
417,251,精炼石油产品制造,25,2.0,,Refined Petroleum Products Manufacturing,
418,2511,原油加工及石油制品制造,251,3.0,指从天然原油、人造原油中提炼液态或气态燃料以及石油制品的生产活动,Crude Oil Processing and Petroleum Products Manufacturing,
419,2519,其他原油制造,251,3.0,指采用油页岩、油砂、焦油以及一氧化碳、氢等气体等加工得到的类似天然石油的液体燃料的生产活动,Other Crude Oil Manufacturing,
420,252,煤炭加工,25,2.0,,Coal Processing,
421,2521,炼焦,252,3.0,指主要从硬煤和褐煤中生产焦炭、干馏炭及煤焦油或沥青等副产品的炼焦炉的操作活动,Coking,
422,2522,煤制合成气生产,252,3.0,,Coal-based Synthetic Gas Production,
423,2523,煤制液体燃料生产,252,3.0,指通过化学加工过程把固体煤炭转化成为液体燃料、化工原料和产品的活动，如煤制甲醇、煤制烯烃等,Coal-based Liquid Fuel Production,
424,2524,煤制品制造,252,3.0,指用烟煤、无烟煤、褐煤及其他各种煤炭制成的煤砖、煤球等固体燃料制品的活动,Coal Products Manufacturing,
425,2529,其他煤炭加工,252,3.0,指煤质活性炭等其他煤炭加工活动,Other Coal Processing,
426,253,核燃料加工,25,2.0,指从沥青铀矿或其他含铀矿石中提取铀、浓缩铀的生产，对铀金属的冶炼、加工，以及其他放射性元素、同位素标记、核反应堆燃料元件的制造，还包括与核燃料加工有关的核废物处置活动,Nuclear Fuel Processing,
427,2530,核燃料加工,253,3.0,指从沥青铀矿或其他含铀矿石中提取铀、浓缩铀的生产，对铀金属的冶炼、加工，以及其他放射性元素、同位素标记、核反应堆燃料元件的制造，还包括与核燃料加工有关的核废物处置活动,Nuclear Fuel Processing,
428,254,生物质燃料加工,25,2.0,,Biomass Fuel Processing,
429,2541,生物质液体燃料生产,254,3.0,指利用农作物秸秆和农业加工剩余物、薪材及林业加工剩余物、禽畜粪便、工业有机废水和废渣、城市生活垃圾和能源植物等生物质资源作为原料转化为液体燃料的活动,Biomass Liquid Fuel Production,
430,2542,生物质致密成型燃料加工,254,3.0,包括对下列生物质燃料的加工活动：林木致密成型燃料，秸秆致密成型燃料，废物、废料致密成型燃料，其他生物致密成型燃料；不包括：木炭、竹炭加工,Biomass Densified Fuel Processing,
431,26,化学原料和化学制品制造业,C,1.0,,Chemical Raw Materials and Chemical Products Manufacturing,
432,261,基础化学原料制造,26,2.0,,Basic Chemical Raw Materials Manufacturing,
433,2611,无机酸制造,261,3.0,,Inorganic Acid Manufacturing,
434,2612,无机碱制造,261,3.0,指烧碱、纯碱等的生产活动,Inorganic Alkali Manufacturing,
435,2613,无机盐制造,261,3.0,,Inorganic Salt Manufacturing,
436,2614,有机化学原料制造,261,3.0,,Organic Chemical Raw Materials Manufacturing,
437,2619,其他基础化学原料制造,261,3.0,,Other Basic Chemical Raw Materials Manufacturing,
438,262,肥料制造,26,2.0,指化学肥料、有机肥料及微生物肥料的制造,Fertilizer Manufacturing,
439,2621,氮肥制造,262,3.0,指矿物氮肥及用化学方法制成含有作物营养元素氮的化肥的生产活动,Nitrogen Fertilizer Manufacturing,
440,2622,磷肥制造,262,3.0,指以磷矿石为主要原料，用化学或物理方法制成含有作物营养元素磷的化肥的生产活动,Phosphate Fertilizer Manufacturing,
441,2623,钾肥制造,262,3.0,指用天然钾盐矿经富集精制加工制成含有作物营养元素钾的化肥的生产活动,Potassium Fertilizer Manufacturing,
442,2624,复混肥料制造,262,3.0,指经过化学或物理方法加工制成的，含有两种以上作物所需主要营养元素（氮、磷、钾）的化肥的生产活动；包括通用型复混肥料和专用型复混肥料,Compound Fertilizer Manufacturing,
443,2625,有机肥料及微生物肥料制造,262,3.0,指来源于动植物，经发酵或腐熟等化学处理后，适用于土壤并提供植物养分供给的，其主要成分为含氮物质的肥料制造,Organic Fertilizer and Microbial Fertilizer Manufacturing,
444,2629,其他肥料制造,262,3.0,指上述未列明的微量元素肥料及其他肥料的生产,Other Fertilizer Manufacturing,
445,263,农药制造,26,2.0,指用于防治农业、林业作物的病、虫、草、鼠和其他有害生物，调节植物生长的各种化学农药、微生物农药、生物化学农药，以及仓储、农林产品的防蚀、河流堤坝、铁路、机场、建筑物及其他场所用药的原药和制剂的生产活动,Pesticide Manufacturing,
446,2631,化学农药制造,263,3.0,指化学农药原药，以及经过机械粉碎、混合或稀释制成粉状、乳状和水状的化学农药制剂的生产活动,Chemical Pesticide Manufacturing,
447,2632,生物化学农药及微生物农药制造,263,3.0,指由细菌、真菌、病毒和原生动物或基因修饰的微生物等自然产生，以及由植物提取的防治病、虫、草、鼠和其他有害生物的农药制剂生产活动,Biochemical and Microbial Pesticide Manufacturing,
448,264,涂料、油墨、颜料及类似产品制造,26,2.0,,"Coatings, Inks, Pigments and Similar Products Manufacturing",
449,2641,涂料制造,264,3.0,指在天然树脂或合成树脂中加入颜料、溶剂和辅助材料，经加工后制成的覆盖材料的生产活动,Coatings Manufacturing,
450,2642,油墨及类似产品制造,264,3.0,指由颜料、联接料（植物油、矿物油、树脂、溶剂）和填充料经过混合、研磨调制而成，用于印刷的有色胶浆状物质，以及用于计算机打印、复印机用墨等的生产活动,Ink and Similar Products Manufacturing,
451,2643,工业颜料制造,264,3.0,指用于陶瓷、搪瓷、玻璃等工业的无机颜料及类似材料的生产活动，以及油画、水粉画、广告等艺术用颜料的制造,Industrial Pigment Manufacturing,
452,2644,工艺美术颜料制造,264,3.0,指油画、水粉画、广告等艺术用颜料的制造,Artistic Pigment Manufacturing,
453,2645,染料制造,264,3.0,指有机合成、植物性或动物性色料，以及有机颜料的生产活动,Dye Manufacturing,
454,2646,密封用填料及类似品制造,264,3.0,指用于建筑涂料、密封和漆工用的填充料，以及其他类似化学材料的制造,Sealing Packing and Similar Products Manufacturing,
455,265,合成材料制造,26,2.0,,Synthetic Materials Manufacturing,
456,2651,初级形态塑料及合成树脂制造,265,3.0,也称初级塑料或原状塑料的生产活动，包括通用塑料、工程塑料、功能高分子塑料的制造,Primary Form Plastics and Synthetic Resin Manufacturing,
457,2652,合成橡胶制造,265,3.0,指人造橡胶或合成橡胶及高分子弹性体的生产活动,Synthetic Rubber Manufacturing,
458,2653,合成纤维单（聚合）体制造,265,3.0,指以石油、天然气、煤等为主要原料，用有机合成的方法制成合成纤维单体或聚合体的生产活动,Synthetic Fiber Monomer (Polymer) Manufacturing,
459,2659,其他合成材料制造,265,3.0,指陶瓷纤维等特种纤维及其增强的复合材料的生产活动；其他专用合成材料的制造,Other Synthetic Materials Manufacturing,
460,266,专用化学产品制造,26,2.0,,Specialty Chemical Products Manufacturing,
461,2661,化学试剂和助剂制造,266,3.0,指各种化学试剂、催化剂及专用助剂的生产活动,Chemical Reagents and Additives Manufacturing,
462,2662,专项化学用品制造,266,3.0,指水处理化学品、造纸化学品、皮革化学品、油脂化学品、油田化学品、生物工程化学品、日化产品专用化学品等产品的生产活动,Special Chemical Products Manufacturing,
463,2663,林产化学产品制造,266,3.0,指以林产品为原料，经过化学和物理加工方法生产产品的活动,Forest Products Chemical Manufacturing,
464,2664,文化用信息化学品制造,266,3.0,指电影、照相、医用、幻灯及投影用感光材料、冲洗套药，磁、光记录材料，光纤维通讯用辅助材料，及其专用化学制剂的制造,Cultural Information Chemicals Manufacturing,
465,2665,医学生产用信息化学品制造,,,指医学和其他生产用感光材料、冲洗套药等化学制剂制造,Medical Production Information Chemicals Manufacturing,
466,2666,环境污染处理专用药剂材料制造,266,3.0,指对水污染、空气污染、固体废物等污染物处理所专用的化学药剂及材料的制造,Environmental Pollution Treatment Special Agents and Materials Manufacturing,
467,2667,动物胶制造,266,3.0,指以动物骨、皮为原料，经一系列工艺处理制成有一定透明度、粘度、纯度的胶产品的生产活动,Animal Glue Manufacturing,
468,2669,其他专用化学产品制造,266,3.0,指其他各种用途的专用化学用品的制造,Other Special Chemical Products Manufacturing,
469,267,炸药、火工及焰火产品制造,26,2.0,,"Explosives, Fireworks and Pyrotechnic Products Manufacturing",
470,2671,炸药及火工产品制造,267,3.0,指各种军用和生产用炸药、雷管及类似的火工产品的制造,Explosives and Fireworks Products Manufacturing,
471,2672,焰火、鞭炮产品制造,267,3.0,指节日、庆典用焰火及民用烟花、鞭炮等产品的制造,Fireworks and Firecrackers Products Manufacturing,
472,268,日用化学产品制造,26,2.0,,Daily Chemical Products Manufacturing,
473,2681,肥皂及合成洗涤剂制造,268,3.0,指以喷洒、涂抹、浸泡等方式施用于肌肤、器皿、织物、硬表面，即冲即洗，起到清洁、去污、渗透、乳化、分散、护理、消毒除菌等功能，广泛用于家居、个人清洁卫生、织物清洁护理、工业清洗、公共设施及环境卫生清洗等领域的产品（固、液、粉、膏、片状等），以及中间体表面活性剂产品的制造,Soap and Synthetic Detergent Manufacturing,
474,2682,化妆品制造,268,3.0,指以涂抹、喷洒或者其他类似方法，撒布于人体表面任何部位（皮肤、毛发、指甲、口唇等），以达到清洁、消除不良气味、护肤、美容和修饰目的的日用化学工业产品的制造,Cosmetics Manufacturing,
475,2683,口腔清洁用品制造,268,3.0,指用于口腔或牙齿清洁卫生制品的生产活动,Oral Care Products Manufacturing,
476,2684,香料、香精制造,268,3.0,指具有香气和香味，用于调配香精的物质--香料的生产，以及以多种天然香料和合成香料为主要原料，并与其他辅料一起按合理的配方和工艺调配制得的具有一定香型的复杂混合物，主要用于各类加香产品中的香精的生产活动,Fragrances and Flavors Manufacturing,
477,2689,其他日用化学产品制造,268,3.0,指室内散香或除臭制品，光洁用品，擦洗膏及类似制品，动物用化妆盥洗品，火柴，蜡烛及类似制品等日用化学产品的生产活动,Other Daily Chemical Products Manufacturing,
478,27,医药制造业,C,1.0,,Pharmaceutical Manufacturing Industry,
479,271,化学药品原料药制造,27,2.0,指供进一步加工化学药品制剂所需的原料药生产活动,Chemical Pharmaceutical Raw Materials Manufacturing,
480,2710,化学药品原料药制造,271,3.0,指供进一步加工化学药品制剂所需的原料药生产活动,Chemical Pharmaceutical Raw Materials Manufacturing,
481,272,化学药品制剂制造,27,2.0,指直接用于人体疾病防治、诊断的化学药品制剂的制造,Chemical Pharmaceutical Preparations Manufacturing,
482,2720,化学药品制剂制造,272,3.0,指直接用于人体疾病防治、诊断的化学药品制剂的制造,Chemical Pharmaceutical Preparations Manufacturing,
483,273,中药饮片加工,27,2.0,指对采集的天然或人工种植、养殖的动物和植物的药材部位进行加工、炮制，使其符合中药处方调剂或中成药生产使用的活动,Traditional Chinese Medicine Decoction Pieces Processing,
484,2730,中药饮片加工,273,3.0,指对采集的天然或人工种植、养殖的动物和植物的药材部位进行加工、炮制，使其符合中药处方调剂或中成药生产使用的活动,Traditional Chinese Medicine Decoction Pieces Processing,
485,274,中成药生产,27,2.0,指直接用于人体疾病防治的传统药的加工生产活动,Chinese Patent Medicine Production,
486,2740,中成药生产,274,3.0,指直接用于人体疾病防治的传统药的加工生产活动,Chinese Patent Medicine Production,
487,275,兽用药品制造,27,2.0,指用于动物疾病防治医药的制造,Veterinary Drug Manufacturing,
488,2750,兽用药品制造,275,3.0,指用于动物疾病防治医药的制造,Veterinary Drug Manufacturing,
489,276,生物药品制品制造,27,2.0,指利用生物技术生产生物化学药品、基因工程药物的生产活动,Biopharmaceutical Products Manufacturing,
490,2761,生物药品制造,276,3.0,指利用生物技术生产生物化学药品、基因工程药物的生产活动,Biopharmaceutical Manufacturing,
491,2762,基因工程药物和疫苗制造,276,3.0,,Genetic Engineering Drugs and Vaccine Manufacturing,
492,277,卫生材料及医药用品制造,27,2.0,指卫生材料、外科敷料、药品包装材料、辅料以及其他内、外科用医药制品的制造,Hygienic Materials and Medical Supplies Manufacturing,
493,2770,卫生材料及医药用品制造,277,3.0,指卫生材料、外科敷料、药品包装材料、辅料以及其他内、外科用医药制品的制造,Hygienic Materials and Medical Supplies Manufacturing,
494,28,化学纤维制造业,C,1.0,,Chemical Fiber Manufacturing Industry,
495,281,纤维素纤维原料及纤维制造,28,2.0,,Cellulose Fiber Raw Materials and Fiber Manufacturing,
496,2811,化纤浆粕制造,281,3.0,指纺织生产用粘胶纤维的基本原料生产活动,Chemical Fiber Pulp Manufacturing,
497,2812,人造纤维（纤维素纤维）制造,281,3.0,指用化纤浆粕经化学加工生产纤维的活动,Artificial Fiber (Cellulose Fiber) Manufacturing,
498,282,合成纤维制造,28,2.0,指以石油、天然气、煤等为主要原料，用有机合成的方法制成单体，聚合后经纺丝加工生产纤维的活动,Synthetic Fiber Manufacturing,
499,2821,锦纶纤维制造,282,3.0,也称聚酰胺纤维制造，指由尼龙66盐和聚己内酰胺为主要原料生产合成纤维的活动,Nylon Fiber Manufacturing,
500,2822,涤纶纤维制造,282,3.0,也称聚酯纤维制造，指以聚对苯二甲酸乙二醇酯（简称聚酯）为原料生产合成纤维的活动,Polyester Fiber Manufacturing,
501,2823,腈纶纤维制造,282,3.0,也称聚丙烯腈纤维，指以丙烯腈为主要原料（含丙烯腈85%以上）生产合成纤维的活动,Acrylic Fiber Manufacturing,
502,2824,维纶纤维制造,282,3.0,也称聚乙烯醇纤维制造，指以聚乙烯醇为主要原料生产合成纤维的活动,Vinylon Fiber Manufacturing,
503,2825,丙纶纤维制造,282,3.0,也称聚丙烯纤维制造，指以聚丙烯为主要原料生产合成纤维的活动,Polypropylene Fiber Manufacturing,
504,2826,氨纶纤维制造,282,3.0,也称聚氨酯纤维制造，指以聚氨基甲酸酯为主要原料生产合成纤维的活动,Spandex Fiber Manufacturing,
505,2829,其他合成纤维制造,282,3.0,,Other Synthetic Fiber Manufacturing,
506,29,橡胶和塑料制品业,C,1.0,,Rubber and Plastic Products Industry,
507,291,橡胶制品业,29,2.0,指以天然及合成橡胶为原料生产各种橡胶制品的活动，还包括利用废橡胶再生产橡胶制品的活动；不包括橡胶鞋制造,Rubber Products Industry,
508,2911,轮胎制造,291,3.0,,Tire Manufacturing,
509,2912,橡胶板、管、带制造,291,3.0,指用未硫化的、硫化的或硬质橡胶生产橡胶板状、片状、管状、带状、棒状和异型橡胶制品的活动，以及以橡胶为主要成分，用橡胶灌注、涂层、覆盖或层叠的纺织物、纱绳、钢丝（钢缆）等制作的传动带或输送带的生产活动,"Rubber Sheets, Tubes, and Strips Manufacturing",
510,2913,橡胶零件制造,291,3.0,指各种用途的橡胶异形制品、橡胶零配件制品的生产活动,Rubber Parts Manufacturing,
511,2914,再生橡胶制造,291,3.0,指用废橡胶生产再生橡胶的活动,Recycled Rubber Manufacturing,
512,2915,日用及医用橡胶制品制造,291,3.0,,Daily-use and Medical Rubber Products Manufacturing,
513,2916,运动场地用塑胶制造,291,3.0,指运动场地、操场及其他特殊场地用的合成材料跑道面层制造和其他塑胶制造,Sports Field Plastic Manufacturing,
514,2919,其他橡胶制品制造,291,3.0,,Other Rubber Products Manufacturing,
515,292,塑料制品业,29,2.0,指以合成树脂（高分子化合物）为主要原料，经采用挤塑、注塑、吹塑、压延、层压等工艺加工成型的各种制品的生产，以及利用回收的废旧塑料加工再生产塑料制品的活动；不包括塑料鞋制造,Plastic Products Industry,
516,2921,塑料薄膜制造,292,3.0,指用于农业覆盖，工业、商业及日用包装薄膜的制造,Plastic Film Manufacturing,
517,2922,塑料板、管、型材制造,292,3.0,指各种塑料板、管及管件、棒材、薄片等的生产活动，以及以聚氯乙烯为主要原料，经连续挤出成型的塑料异型材的生产活动,"Plastic Sheets, Tubes, and Profiles Manufacturing",
518,2923,塑料丝、绳及编织品制造,292,3.0,指塑料制丝、绳、扁条，塑料袋及编织袋、编织布等的生产活动,"Plastic Filaments, Ropes, and Woven Products Manufacturing",
519,2924,泡沫塑料制造,292,3.0,指以合成树脂为主要原料，经发泡成型工艺加工制成内部具有微孔的塑料制品的生产活动,Foam Plastic Manufacturing,
520,2925,塑料人造革、合成革制造,292,3.0,指外观和手感似皮革，其透气、透湿性虽然略逊色于天然革，但具有优异的物理、机械性能，如强度和耐磨性等，并可代替天然革使用的塑料人造革的生产活动；模拟天然人造革的组成和结构，正反面都与皮革十分相似，比普通人造革更近似天然革，并可代替天然革的塑料合成革的生产活动,Plastic Artificial Leather and Synthetic Leather Manufacturing,
521,2926,塑料包装箱及容器制造,292,3.0,指用吹塑或注塑工艺等制成的，可盛装各种物品或液体物质，以便于储存、运输等用途的塑料包装箱及塑料容器制品的生产活动,Plastic Packaging Box and Container Manufacturing,
522,2927,日用塑料制品制造,292,3.0,指塑料制餐、厨用具，卫生设备、洁具及其配件，塑料服装，日用塑料装饰品，以及其他日用塑料制品的生产活动,Daily Use Plastic Products Manufacturing,
523,2928,塑料零件制造,292,3.0,指塑料制绝缘零件、密封制品、紧固件，以及汽车、家具等专用零配件的生产活动,Plastic Parts Manufacturing,
524,2929,其他塑料制品制造,292,3.0,指上述未列明的其他各类非日用塑料制品的生产活动,Other Plastic Products Manufacturing,
525,30,非金属矿物制品业,C,1.0,,Non-metallic Mineral Products Industry,
526,301,水泥、石灰和石膏制造,30,2.0,,"Cement, Lime, and Gypsum Manufacturing",
527,3011,水泥制造,301,3.0,指以水泥熟料加入适量石膏或一定混合材，经研磨设备（水泥磨）磨制到规定的细度，制成水凝水泥的生产活动，还包括水泥熟料的生产活动,Cement Manufacturing,
528,3012,石灰和石膏制造,301,3.0,,Lime and Gypsum Manufacturing,
529,302,石膏、水泥制品及类似制品制造,30,2.0,,"Gypsum, Cement Products and Similar Products Manufacturing",
530,3021,水泥制品制造,302,3.0,指水泥制管、杆、桩、砖、瓦等制品制造,Cement Products Manufacturing,
531,3022,砼结构构件制造,302,3.0,指用于建筑施工工程的水泥混凝土预制构件的生产活动,Concrete Structural Component Manufacturing,
532,3023,石棉水泥制品制造,302,3.0,,Asbestos Cement Products Manufacturing,
533,3024,轻质建筑材料制造,302,3.0,指石膏板、石膏制品及类似轻质建筑材料的制造,Lightweight Building Materials Manufacturing,
534,3029,其他水泥类似制品制造,302,3.0,指玻璃纤维增强水泥制品，以及其他未列明的水泥制品的制造,Other Cement-like Products Manufacturing,
535,303,砖瓦、石材等建筑材料制造,30,2.0,指粘土、陶瓷砖瓦的生产，建筑用石的加工，用废料或废渣生产的建筑材料，以及其他建筑材料的制造,"Brick, Tile, Stone and Other Building Materials Manufacturing",
536,3031,粘土砖瓦及建筑砌块制造,303,3.0,指用粘土和其他材料生产的砖、瓦及建筑砌块的活动,"Clay Brick, Tile and Building Block Manufacturing",
537,3032,建筑陶瓷制品制造,303,3.0,指用于建筑物的内、外墙及地面装饰或耐酸腐蚀的陶瓷材料（不论是否涂釉）的生产活动，以及水道、排水沟的陶瓷管道及配件的制造,Architectural Ceramics Manufacturing,
538,3033,建筑用石加工,303,3.0,指用于建筑、筑路、墓地及其他用途的大理石板、花岗岩等石材的切割、成形和修饰活动,Stone Processing for Construction,
539,3034,防水建筑材料制造,303,3.0,指以沥青或类似材料为主要原料制造防水材料的活动,Waterproof Building Materials Manufacturing,
540,3035,隔热和隔音材料制造,303,3.0,指用于隔热、隔音、保温的岩石棉、矿渣棉、膨胀珍珠岩、膨胀蛭石等矿物绝缘材料及其制品的制造，但不包括石棉隔热、隔音材料的制造,Thermal and Sound Insulation Materials Manufacturing,
541,3039,其他建筑材料制造,303,3.0,,Other Building Materials Manufacturing,
542,304,玻璃制造,30,2.0,指任何形态玻璃的生产，以及利用废玻璃再生产玻璃活动，包括特制玻璃的生产,Glass Manufacturing,
543,3041,平板玻璃制造,304,3.0,指用浮法、垂直引上法、压延法等生产平板玻璃原片的活动,Flat Glass Manufacturing,
544,3042,特种玻璃制造,304,3.0,指具有钢化、单向透视、耐高压、耐高温、隔音、防紫外线、防弹、防爆、中空、夹层、变形、超厚、超薄等某一种特殊功能或特殊工艺的玻璃制造,Special Glass Manufacturing,
545,3049,其他玻璃制造,304,3.0,指未列明的玻璃制造,Other Glass Manufacturing,
546,305,玻璃制品制造,30,2.0,指任何形态玻璃制品的生产，以及利用废玻璃再生产玻璃制品的活动,Glass Products Manufacturing,
547,3051,技术玻璃制品制造,305,3.0,指用于建筑、工业生产的技术玻璃制品的制造,Technical Glass Products Manufacturing,
548,3052,光学玻璃制造,305,3.0,指用于放大镜、显微镜、光学仪器等方面的光学玻璃，日用光学玻璃，钟表用玻璃或类似玻璃，光学玻璃眼镜毛坯的制造，以及未进行光学加工的光学玻璃元件的制造,Optical Glass Manufacturing,
549,3053,玻璃仪器制造,305,3.0,指实验室、医疗卫生用各种玻璃仪器和玻璃器皿以及玻璃管的制造,Glass Instrument Manufacturing,
550,3054,日用玻璃制品制造,305,3.0,指餐厅、厨房、卫生间、室内装饰及其它生活用玻璃制品的制造,Daily Glass Products Manufacturing,
551,3055,玻璃包装容器制造,305,3.0,指主要用于产品包装的各种玻璃容器的制造,Glass Packaging Container Manufacturing,
552,3056,玻璃保温容器制造,305,3.0,指玻璃保温瓶和其他个人或家庭用玻璃保温容器的制造,Glass Insulation Container Manufacturing,
553,3057,制镜及类似品加工,305,3.0,指以平板玻璃为材料，经对其进行镀银、镀铝，或冷、热加工后成型的镜子及类似制品的制造,Mirror and Similar Products Processing,
554,3059,其他玻璃制品制造,305,3.0,,Other Glass Products Manufacturing,
555,306,玻璃纤维和玻璃纤维增强塑料制品制造,30,2.0,,Glass Fiber and Glass Fiber Reinforced Plastics Products Manufacturing,
556,3061,玻璃纤维及制品制造,306,3.0,,Glass Fiber and Products Manufacturing,
557,3062,玻璃纤维增强塑料制品制造,306,3.0,也称玻璃钢，指用玻璃纤维增强热固性树脂生产塑料制品的活动,Glass Fiber Reinforced Plastics Products Manufacturing,
